id,text,label
1568549347352010752,"@EmreBozbyklrdn @serhatc74217490 @bernalacin35 Ne oldu Yunan dölü cevap veremedin mi he..Sılho hayranı Tarkan'ı alkışla Osmanlı Evlatlarının girdiği savaşı kamuflaj ederek ,Yunana tek kelmime etmeden ecdatı kötülemek ancak bir Yunan belediye başkanına yakışırdı Sığır",1
1568662502640058368,"@excptgrmef @trthaber 1- F-16 lara S-300 ile radar kilidi attı
2-Türk karasularını ve F-16 larla hava sahasını ihlal etti
3-Sivil gemilere ateş açtı.
4-Türkiye işgal etseydi bir ülkeyi tüm avrupa ve abd yaptırım uygulardı şizofrensin belli ki
5-Avrupanın şımarık çocuğu, ABD nin işgal ülkesi yunanistan",0
1569041624033796097,"""Düşmanı denize döktük diyenler düşmanın kim olduğunu soyleyemiyorlar.
Yunan diyemiyorlar.
Ödü patlıyor.""

Dert başka!
9 Eylul'de asıl mesele Yunan değil OSMANLI ...
#chpzihniyeti 
#chpgüvenliksorunudur
#5816sayilikanunkaldirilsin https://t.co/3bHn5qIqDP https://t.co/zAqfZVLysx",0
1568352889726287872,@HaberMujdeli Yunan tohumu,1
1565620340071489537,"Türküz diyemeyip,argüman koyacak birikimi olmayan biri Yunan'a yaranmak için orta yol buluyor ve Anadoluluyuz diyor karşısındaki arvanit/vlah döl çorbası ürünü ise ona""hayır hiçbir şey değilsin""diyor. Efe hocam dediği kişi de Kastamonulu olup kendini 🇨🇦'da yunanım diye satan biri https://t.co/77ArFKoRQT",1
1568929326485340160,@tuncsoyer 7 kıtaya hükmetmiş elinde son parça Anadolu kalmış Osmanlı son zamanlarda saraydan yönetmiş halk çalışmış onlar sarayda sefa sürmüş işgal edilmiş her toprağın saray izlemiş keşke Yunan galip gelseydi diyenleri eleştirmeyenler sussun konuşmaya hakkınız yok,1
1535330404315570177,"Olayların Dili kanalımızda Av. @aogenc ile Lavrov'un Ankara ziyareti, Yunanistan'la olan ilişkilerimizde savaş kokusu aldığımız gerginleşme eğilimi ve devam eden konut kira sözleşmeleri artış oranının bir yıl boyunca %25'le sınırlanmasını değerlendirdik.
https://t.co/0kvLn9fyIC",0
1558147033898295296,"Neyin teşekkürü!
İşgalcilerin hakkettiği muamele neyse onu görüyorsunuz!

Farzı misal; Yunanistan,Trakya’yı işgal ederse tepkiniz ne olur?  Bir tas çorba için teşekkür mü edeceksiniz yani? https://t.co/ONCQSb27iy",0
1527901115081277446,@hypebilgi İçimizde ne kadar yunan rum dölü varsa havlamaya başlamış zorunuza mı gıttı gitmeye devam etsin,1
1536793471268397056,"AB uyuşturucu dairesi: Ukrayna savaşı nedeniyle kaçakçılık rotası Türkiye-Yunanistan sınırına kaydı
 https://t.co/tkUythyv5Y",0
1527226229312700416,"Bu Batı çocuk'larını Nato'ya biz soktuk.12 Eylül darbesinin nedenlerinden birisidir.
ABD kongresinde Kıbrıs sözlerinden dolayı ayakta alkışlanıyor.
Fin ve İsveç de Batı çocuğu'dur.Yunan gavuru gibi iflah olmaz düşmandır.
Yılan gibi gelir sizi arkadan sokar...

Mevlüt Çavuşoğlu https://t.co/zojtlQ95kg",1
1545118477798805505,@bgyether Böyle gavur amarigalılara özenirsiniz yunan pijleri sizi (!),1
1536013887715299328,"@AKocamerler @97Arkadian @mcaakmak27 @Labalibu @ademgur16 @SevketApuhan Barış dediğin şey iki savaş arası moladır. Bunu unutma. Rahatlık batıyor mu bize ki biz savaş isteyelim? Karşı tarafı anla artık. Birazcık zayıf kal, kapına dayanır yunan. Aklına hayaline gelmeyecek işler işler",0
1537057986874597376,@zeynepzumra1980 Sıkıntıları Türkiye yazması ve Türkçe yazması zorlarına giden bu cünkü hepsi Yunan tohumu,1
1489183643520184320,"Yunan tahrikine Türk balıkçıdan tepki...

Yunan Sahil Güvenlik botu, Gökçeada açıklarında uluslararası sularda avlanan Türk balıkçıları ""Burası Yunan denizi"" diyerek taciz etti! https://t.co/x4WujMNvyX",0
1568330238962049025,"@Ftma4151 Bir gece ansızın gelebiliriz, hemde heryere gelebiliriz dedi. Yunanistan  korkudan ne yapacağını nereye kime sarılacağını şaşırdı. 😁😁

AŞKIMIZ TÜRKİYE SEVDAMIZ RTE ❤❤",0
1566338271159926789,"#Greece iyi dinle.. zaman cihad zamanı.. Bu ordu islamın ordusu.. Haçlıların ileri karakolu olan Yunanistan’da sokaklar tanklarımızın paletleri yüksekliğinde kan ırmaklarında yıkanacak.. Vatikan’da, Romaya da, Parise de sıra gelecek..",1
1493885694816755728,"@SireneOznur Yunanistan ve benzeri ülkeler  büyük devletlerin güc mücadeleleri icin kullandiklari birer aparat, hallada akillanmadilar. Misir gibi silaha bogdular cingene bohcasi gibi her cesit silah, bunlarin ikamesi savas aninda bir biri ile uyumu nasil olacak.
Misir israil savasinda gördük",0
1559230379885842435,"...sağlamayı planlıyorlar. Ben de Patreon'daki en son yazıda yazmıştım detaylıca, sabit tweette var.

Sözün özü, Türk ordusu Yunan ordusunu her şekilde götürür. İş ki savaş hemen bitmesin ve karaya taşınsın.",0
1528041787578802178,"SİMİDE ZAM KADAR ÖNEMSENMEZ
ERMENİ OLMAYAN KATLİAM İÇİN DÜNYAYI AYAĞA KALDIRIR
21 Mayıs 1919... MENEMEN'İN KARA GÜNÜ
103 Yıl önce bugün.
 Menemen Yunan Ordusu tarafından işgal edildi.
3 Yıl, 3 Ay, 3 hafta süren işgal döneminde 2000' i aşkın Menemenli hayatını kaybetti https://t.co/SIQL29l8ml",0
1568688390597677058,"Türk karasularında ,Türk Bayraklı sivil bir gemiye taciz ateşi açmak düpedüz düşmanlıktır ve artık konuşmak ve kınama faslını geçip ciddi bir devletin yapması gereken misli ile karşılık verilmesi lazım yoksa Yunan durmaz ve azginligini arttırır.",0
1571110095161028608,"@ZeynSec @ilker9415 @Mehmetalipromax @yzbprice_ Biz savas istemiyoruz ama haklarimizi korumak icin savastan da kacmayiz.
Yunani butunuyle isgal etmeyi kimse dusunmuyordur ama bati trakya ve 12  ada yunan hata yaparsa aliriz",0
1538601707105660929,"Aç tavuk kendini buğday ambarında görürmüş!
Dün İngiliz emperyalistleri, bugün de ABD  (ve Fransız) emperyalistleri, ırkçı-yayılmacı Yunan yönetimini kışkırtıyorlar!
Yunanistan, ABD tarafından fiilen işgal edildi! Yunan sol muhalefeti, ABD işgaline karşı çıkmıyor!
O. Sencer https://t.co/fYmFuQj6oY",0
1567930272133382150,@blackmen61 @tanjuozcanchp Merhaba ucube ben Berkay sana beyninin almadığı bir konuyu anlatmaya geldim umarım iyi zaman geçiririz 🙂🙂. Sevr antlaşmasında Yunanistan'a kalan adalar nazi Almanyası tarafindan 1941 Nisan ayında işgal edildi. Ardından nazilerden geri alınan adalar Lozan da silahsız kalması +++,1
1511373828278132736,Rodos'ta iğrenç iddia! 2 çocuğa cinsel taciz https://t.co/IqXqToeZkJ,0
1565076247230783488,"@M5Dergi @ardanzenturk #YunanistanAteşleOynuyor.🇹🇷🇹🇷🇹🇷

https://t.co/KjlQfs6vXh
https://t.co/0Yjr8QCG8M
https://t.co/vh9ekZGLbF
https://t.co/bZZdQdXrIZ
https://t.co/q0akrq4yYt
https://t.co/guHfuVf8dM
https://t.co/eEIlp7OAEj
https://t.co/GqJyWJufAn
https://t.co/EtK1dJ2P3i",0
1487356255391858689,@ibobyks 28 günde adaları alır Yunanistan’ın yarısını işgal edersin la . Bi 28 güne komple alırsın yunanistanı lA,0
1539975725444235268,"İsmet İnönü, Hitlerin gazına gelip 12 Adaların Türkiye'ye devrini kabul etseydi Almanya yanında 2.Dünya Harbine girmiş olacaktık.

Boğazlarda gözü olan Stalin'de bu bahane ile ülkemizi işgal edecekti. 

Tuğçe Kazaz önce 
Yunan işgalindeki 20 adamızı sorgulasın,soygulayabilirse..! https://t.co/OqgpnRJgk2",0
1489531523292442628,"Uluslararası sularda Türk balıkçıları taciz etmeye kalkan Yunan Sahil Güvenliği Türk balıkçıların teknelerini batırmakla tehdit ederek skandala imza attı. Fakat karşılarında Ege denizinin İlker Kaptanı vardı .Tekne kaptanını yürekten kutluyoruz.🇹🇷
#ilkadımtv #ilkadımtvhaber https://t.co/zjFMkr4BGY",0
1535326217829769216,"#ŞakamızYokYunanistan

Karşınızda adaları koşulsuz şartsız Lozan'da bırakan İsmet yok, 

Recep Tayyip Erdoğan var!",0
1568418920230539264,"Sakallı Nurettin Paşa ve 1'inci Ordu, 2 saat önce İzmir'e girdi. Çatışma falan olmadı. Yunan'ı denize de dökemedik. Zaten son Yunan, Yunan Genel Valisi Aristidis Sterghiadis, dün gece İzmir'i terketmiş ve şehirde hiç Yunan kalmamıştı. ,,,",0
1519761686177239041,@Hamit96346621 @nar_gazi @Miihrbnmm @hypebilgi Tamam yunan tohumu,1
1569434791660896257,"Ege adaları ile ilgili cahilce tweetler görüyorum yine.

Yineleyelim...

Arkadaşlar; Ege'de hiç Türk adası yoktur. 12 Ada, İtalya, diğer her kara parçası Yunanistan'a aittir. 2023'te Lazan sona erince Ege, Türk gölü olacak, Yunan ondan sonra adaları işgal edecektir

🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷",0
1531148965823008769,@bzy_bz @NaimBaburoglu Haha yunan dölü olduğunu biliyordum atalarında böyleydi asıldı çok ayaklanma istersen,1
1568585003449159680,"Ülkemizin 2 büyük yalanı:

1. Türkiye'nin %99'u müslümandır. 
2. Yunan'ı denize döktük.",0
1535018647512666124,"Cumhurbaşkanımız Erdoğan ;

"" Bir kez daha Yunanistan'ı gayri askeri statüdeki adaları silahlandırmaktan vazgeçmeye, uluslararası antlaşmalara uygun davranmaya davet ediyoruz ''

#ŞakamızYokYunanistan 
ANSIZIN GELEBİLİRİZ https://t.co/xPvhn8bXDI",1
1568493976411316224,Ya yunan işgal edip yapacağı şeyleri CHP nin yaptığı gerçeği!?,0
1568820314422779904,@aykiricomtr Ne diyon lan sen Yunan tohumu. İtiraf et dedelerini denize dokmemiz zoruna gitti de mi piç kurusu,1
1564628120124231685,"Kemalist tarihçilerin üstünü çizdiği Sakallı Nureddin Paşa yüz yıl  100 yıl önce bugün emrindeki 1. Ordu ile 30 ağustos 1922 de Dumlupınar'da yunan ordusunu ezdi, sürek avı İzmir'e kadar devam edecek
#30AgustosZaferBayrami https://t.co/7KQMKDscEe",0
1563245830949052417,@halil_konakci Hoca Atatürk için hiç dua ettin mi hani Yunan tohumu İngiliz tohumu olmaktan kurtaran kişidir kendisi...,1
1568350681693577218,"@zyildiz_ #YunanistanAteşleOynuyor.🇹🇷🇹🇷🇹🇷

https://t.co/KjlQfs6vXh
https://t.co/0Yjr8QCG8M
https://t.co/vh9ekZGLbF
https://t.co/bZZdQdXrIZ
https://t.co/q0akrq4yYt
https://t.co/guHfuVf8dM
https://t.co/GqJyWJufAn
https://t.co/EtK1dJ2P3i
https://t.co/eEIlp7OAEj",0
1539307867664044034,"Yunanistan’ın “ihlal” diye yansıttığı Türk savaş uçaklarının uçuşları uluslararası hukuku ihlal eden eylemler olmaktan ziyade Türkiye’nin hukuki pozisyonunu fiilen gösterdiği olağan uygulamalarıdır.
Global Warn! https://t.co/IFJOrfNiGL",0
1564710036026310659,"@isik_mazlum @OguzhanUgur Hazımsızlık, hainlik gibi bulgular sen ve senin gibi kalitesiz pastırmalara bu gibi cümleleri kurdurabiliyor. Ha bir de utanma, arlanma olmadığı zaman da oluyor bu. Çıkmaman gerekirken bir şanssızlık sonucu çıkmış, bugünlere gelmişsin. Keşke yunan kazansaydı diyenlerin tohumu!",1
1559799444652040193,"@HSYNYILMAZ09 Deprem için değil, işgal ve savaş simülasyonu. 20 yıldır deprem konuşuluyor hiç boşaltma gündem olmadı ama son 1 yıldır  yunanistan (abd) savaşı gündemde ve İstanbulu boşaltılması konuşulmaya başlandı.",0
1480751293614501891,@aselimkoroglu Eİ hizmet için gelmedi ki. Onun amacı bu müslüman toplumdan intikam almak. Eİ sürekli ya Yunanistan'da papazların yanında ya Türkiye'de ya da başka bir yerde papaz dostları ile beraber. Bu toplumun iyiliğini düşünen bir insan LGBT'lileri destekler mi?İşi gücü topluma zarar vermek,1
1568919459879948289,"İzmir'de Osmanlı'ya salvo
Ege' de Türk gemisine taciz ateşi.
Yunan kaşınıyor...",1
1568552442853265409,@BilgiSinirsiz @snnatb @Yunuserdil01 @abdullahciftcib Adalar işgal edilmiş neredeydiniz diyor. Ülken elden gittiğinde yunan köpeğinden alırsın tırnak makasını,1
1507607745222090755,"Afgan biri gelip kadınları taciz ediyorsa bu suçtur aynı şekilde bir İtalyan, Yunan veya Alman da. Bir Afgan olarak gelmişsin ve Tr'deki kadınların burka ve hicap giymeleri gerektiğini söylüyorsun. Zaten saçmalık burada o zaman ben de ona burka giymenin zorunlu olduğu ülkelere+++",0
1567522562539749376,"Yunanistan, Cumhurbaşkanı Erdoğan’ın açıklamasını NATO ve BM’ye şikayet etti https://t.co/ORe68vql86 #gazetesozcu @gazetesozcu aracılığıyla Biz de onları şikayet edelim silahlanma yaptıkları adaları işgal ettikleri için",0
1506672998966865934,"@NilgnKele8 @raltinbas @umitozdag İngilizler İstanbul'u işgal ettiklerinde de neredeyse bütün halk bunlar artık gitmez diyip ingilizlere yağ çekmeye başlamıştı, sadece bir kişi geldikleri gibi giderler demişti o gün, ingiliz, fransız, rus ve yunan işgalinden kurtulan Türkiye, suriyeli işgalinden de kurtulacaktır.",0
1568700301796048896,"@Erk10711 @sevilaynur71 Gündem Yunan seviciliği.

Sezen'den tut, Necdet Sezer'e, Cem Yılmaz'dan tut, Özgür'e hepsinin kökeni Selanik.

Bildiğimiz başka Selanikliler de var elbet ama kanun korumasında...

İçimizde ki Yunanlılar birbiriyle hayli manidar dirsek temasında!

#YunanTohumları
@YukselisGruplar",1
1540567716918185984,"Araplar bizi arkadan vurdu diye havlayanlar 
Anadolu'yu işgal eden çoçuk kadın yaşlı demeden katleden  Yunan Fransız İngiliz gavuruna tek laf etmez 
Sizin sahte milliyetçiliğinize  Sahte Türkçülüğünüze sokayım
Sizin Düşmalıgınız Araplara değil İslama",1
1562367609349324800,"@eurodolar1980x Babası ve kızı çok meraklılar asıl niyetleride bir türlü öğrenemedikleri S-400'ün nerede olduğuydu.
Diğer seçenek ABD B-52 lerine koruma görevi yapan F-16'lar taciz edildi yani B-52 lere tehdit unsuru olarak değerlendirip abd'nin kızına (yunanistan) çakabilirdik🤭, HİSAR ile.😉",0
1539600686941458432,@ibrahimkaragul Tüm dünya ve Avrupa’nın gözünün içine bakarak Avrupa sınırları içindeki bir ülkeyi işgal eden Rusya’nın gücü azaldı; Daha bir ay önce Yunanistan’dan üç yeni asker üs alan Amerika bölgede güç kaybediyor… Hmm ilginç bir bakış açısı…,0
1520713472765571072,"@selmagokcen04 Maksat Ramazan ismini kullanarak İslama hakaret,ne şerefsiz bunlar, ne yunan tohumu atalarımızın denize dökmediği yunan artıkları bunlar.",1
1551983786459627522,"Bulamaç Adası yakınında Yat Yarışına katılan bir yelkenli tekneye taciz teşebbüsünde bulunan Yunan Sahil Güvenlik, Türk Sahil Güvenlik Botunu karşısında görünce arkasına bakmadan kaçıyor. 🇹🇷 https://t.co/I3qlSZX1Up",0
1536351221916868608,"Şimdi Avrupa Birliği ve NATO üyesi Yunanistan ile hiç bir problem yokken savaş çıkarmaya çalışan bu ve aynı kafadaki arkadaşları Vatansever (!) , Türkiye barış yurdu olsun diyen askerler hain mi oluyor? https://t.co/RWslTwx2Bq",0
1525756813853052929,"Tarihte Bugün 15 Mayıs 1919: İzmir'e çıkartma yapan seçkin askerlerden oluşan Yunan Efzon Alayı işgal askerlerine Kordonboyu'nda ilk kurşunu sıkarak Türk direnişini başlatan ulusal sembol kişi, yazar ve gazeteci HASAN TAHSİN'in şehit edilmesi (D: 1888). https://t.co/zJKpIlDf00",0
1567515800948326400,"@RecepBeyotag @bernalacin35 ABD Yunanistan’a üs kurarken tepki verecek olan hükümettir, devlettir! 20 yıl boyunca irili ufaklı adalar işgal edilip, silahlandırılırken ses çıkarması gereken vatandaş değil, DEVLETTİR",0
1498316974560092168,@volim_te59 Düşman sadece Yunan gavuru değildi ki yavrum..İngilizi vardı Fransızı vardı... Bir de bunlara yardım eden bizim hocalar vardı…hainler vardı…Vardı da vardı…,1
1501618645507653636,@nhidemir @Serhat_Ali_58 @themarginale ataturk birisi gibi atıp tutmadı savaş sonrası yunan bayragını ayagının altına koydukları zaman yerden kaldırmış liderdir.sen git kudus mitingi yap sonra israil bayraklarıyla ankarayı donat.tabiki görüşmeli ama insan tükürdüğü yalamamalı,0
1534942798100811776,"Ege de dibimizde de bir sürü üs kurdun silah yığdın ya hah evet ben de onu diyorum O silahlar bize lazım sevgili Abd Alacağız Haberin olsun 
Bi sus be fino Yunan sizle işimiz yok Sonra #ŞakamızYokYunanistan

ANSIZIN GELEBİLİRİZ https://t.co/pncLqWa1we",1
1566483815949897728,"Yunanistan için tehlike sirenleri çalıyor… 
Titre Yunanistan… 
Bir gece ansızın gelebiliriz… https://t.co/fN9gQuu0wA",1
1562724453905498112,Türk F-16'larını Yunan uçakları yine taciz etti https://t.co/UxzAgXaHi1,0
1570159217763561473,"@osmannnurika Yunan sevici arıyorsanız fesli ve onu ziyaret edenlere bakmak yeterlidir.

Milli değerlerden bahsetmek için TÜRK MILLETI olgusunu kabul etmek gerekir

Osmanlı günahı ile sevabı ile bizimdir.
Kötü olan Millete zülm edendir.
Kötü olan işgal güçleriyle işbirliği yapan Vahdettin'dir",0
1565623357869023233,Zaten bizim olan adalarımızı geri aldığımızda suratının şekli ne olacak acaba yunan tohumu https://t.co/y15Ov5zEPg,1
1568722539781947392,"@Ahaber Dünya Tarihinin En Azametli Tarihini Yazar Şanlı Ecdadimizin Adını Destursuz anan serseriler

""""Bu milletin Ferdi Değillerdir""""

Yoksa kimse Kendi Arasına Sövecek Kadar Aşağılıklaşamaz 

Bunlar Olsa olsa Yunan Dölü Olması Lazm getir...",1
1542475295172825089,Yunan Twitter kullanıcıları ABD'den kendilerine daha fazla savaş uçağı vermeleri için #MoreJetsForGreece etiketi açtı. Yunan halkının Türkiye'ye karşı kullanmak için ABD'den F-35 ve A-10 savaş uçaklarının yanısıra B-52 bombardıman uçaklarından da istediği bildirildi. https://t.co/ebsgRd8WGs,0
1499123495732662272,@DimitriYordanow Ulan Yunan tohumu gel bir test istersen,1
1570375844777926663,"@ads_z52 Bırakın anketi bölücülüğü vb de gündeme dönün. Diploma nerede, 128 milyar dolar nerede? Yunan neden atalarımızı işgal ediyor? aqp neden tarihe doğaya halkına düşman?",0
1512801258817695746,@solomid78 @dw_turkce @dwnews Ben yunan hükumet sözcüsümüyüm yada baskanimiyim evladım ben zamları protesto eden yunan halkına destek verdim senin kafan güzel galiba utanmasan batı Trakya yı sen işgal ettin diyeceksin git yunan hukumetiyle uğraş benimle değil,0
1568672499285499912,"@kurtbalam Tespit yerinde.

#YunanTohumları",1
1567741881978687489,"Topunuz gelin elinizden geleni ardınıza koymayın.
Yunanistan, Cumhurbaşkanımizin ""bir gece ansızın gelebiliriz"" sözlerini NATO ve BM'ye şikayet etti.
Şimdi yandık 🤪",0
1570627766420381696,"@tuncsoyer Yunan dölü Tunç! “ Mora'da tek bir Türk bırakılmamalıdır"" sloganıyla girişilen katliamda, 40 bine yakın Türk, sadece 3 gün içinde vahşice katledildi” sen bunları kınamak yerini ecdadımıza saldırıyorsun? 
Gazi Mustafa Kemalin adınını o pis hain ağzına alma!",1
1566426098849746945,"Yunanistan'a mesajımız net:

Belki karadan, belki havadan belki de denizden ama kesinlikle bir gece ansızın gelebiliriz... https://t.co/sqnOs1QBCm",1
1498011145256456198,"@Bashkanimm @ekrem_imamoglu Yunanistan burnunun dibine silah yığıyor, Israil'de Suriye'de 100 bin kişilik ordu kurdu..Hepsi can ciğer kuzu sarma dostumuz..",0
1491848343860953091,"@hermes_z Gavur, gavurdur, değişmez. Merhameti, vicdanı yoktur.
yunan yada ermeni fark etmez. (Gavur olmayanlarını tenzih ederim.)",1
1566158399934447617,"Erdoğan: ""Yunanistan! adaları filan işgal etmen bizi ırgalamaz""
Neden işgal ettirildi peki?
Amaç ne?
Ne kurgulanıyor?
Yunanistan'la bir şeyler kurgulanıp seçimler iptal mi edilmeye çalışılıyor?
Ben huylu insanım kardeşim, her şeyden nem kapıyorum...
Hasta adamım ben!",0
1532320846961946624,@HasanAsan93 @MuratokurBSKN @mhercan @aykiricomtr Yunan tohumu mu? Düzgün konuş ulan pezevenk! Sana adam gibi yanıt attık ağzımızı bozma bizim. Türk milletinin herhangi bir ferdine yan çizen ar*p mültecileri bu kadar sevmen garip. Hayırdır yoksa baban arap mı?,1
1537166189910269952,@yukselhos 2004 sonrası Yunanistan tarafından işgal edilen Türk adalarının büyüklüğü KKTC'den daha fazla imiş. Kaynak: Cumhuriyet,0
1525730324298219520,@hhakkikahveci 15 Mayıs 1919 Yunanistan'ın İzmir'i işgal etmeye başlaması ama Tanrı katında aynı zamanda Anadolu'da temizliğin başlamasıdır. 9 Eylül 1922 ise Türk askerinin işgali sona erdirmesidir. Yeryüzündeki ordular Tanrı'ya ait ve o azgınlaşmış toplumları istediği gibi temizler. Görebilene,1
1570150174139490307,@tuncsoyer @pacodelatorrep orada kal SAKIN geri gelme... Osmanli ejdadimiza dil uzatan... kafir yunan düsmanini denize döktük diyemeyen bir belediye baskani izmir'ime yakismiyor,1
1547507066176258048,"@fatmayo8 @dbdevletbahceli Yani bizim yüksek sesle itiraz etmemiz siyaset gereği.
Ses çıkarsak da çıkarmasak da sahipleri Yunanistan'ı silahlandırmaya devam edecek, yapmak istedikleri ileride Türkiye'yi işgal. Başaramayacaklar ama hedefleri o.",0
1566426337321144323,"Yunanistan için tehlike sirenleri çalıyor… 
Titre Yunanistan… 
Bir gece ansızın gelebiliriz… https://t.co/B2mymnsRen",1
1566447351425818624,#Yunanistan bir gece ansızın gelebiliriz. https://t.co/5Srl8zbzFa,1
1504879021141671936,"@GreekAnalyst Yunanistan Hava kuvvetlerinin şuana kadar sahip olduğu başarı, kazandığı çatışma ve savaş var mı ki dünyanın en iyisi olabiliyor. Komiksiniz😂😂😂",0
1568918425975783427,"@informhaber @uzunabdurrahman isimli ""siyaset uzmanı"" arkadaşa hatırlatmak lazım. Kurtuluş Savaşı'nın başlamasının temel nedeni İzmir'in Yunanistan tarafından işgal edilmesidir. 9 Eylül 1922, Yunanistan'ın ülkeden çıkarıldığı gündür. İlkokul öğrencileri dahi bilir bunu Abdurrahman kardeş.",0
1542706892048318466,"https://t.co/WPIWhdV9Rz

Bu haber doğru mu ?
Yunanistan liderleri bu kadar şerefsiz mi sahiden ?
Hangi amaçla kullanılmış olursa olsun bu kabul edilemez bir omurgasızlık!
Vay be, yazıklar olsun size komşu!
Bir siz eksiktiniz!
Hoşgeldiniz, sizinle de savaşırız sorun yok..",1
1569803224542236672,"Erdoğan ve tayfasi Yunanistan'in adalari işgal ettiğini 20 senede ancak anlayabilmiş. 
En ansız halleri 20 sene sürüyor 😅😅",0
1544920266740056065,@nasuhmahruki Halkı galeyana getirip kin ve öfke doldurma hocam bizdeki sadece avcılar ile konyadan pompalı otomatik tüfek alan ruhhastalarıni karadan soksak yunanistanın yarısını işgal ederler askerini sokmadan bir ülkeyle savaşamazsın 10 milyon yunan nere 90 milyon tr nere ağır saçmalık,1
